"","x"
"245",7.802323739
"246",9.356123434
"247",10.90513976
"248",10.50199815
"249",11.37334768
"250",7.496934722
"251",10.59716764
"252",8.62028373
"253",9.622529179
"254",9.331942332
"255",4.718990534
"256",8.808619925
"257",10.68194563
"258",10.64626592
"259",9.89240579
"260",11.11956531
"261",10.08144284
"262",10.77632809
"263",8.606109804
"264",9.609703032
"265",9.62581333
"266",12.17857323
"267",9.523323965
"268",10.0720278
"269",8.070394857
"270",10.09990263
"271",7.288450984
"272",9.815733072
"273",8.219337892
"274",7.175864181
"275",7.951082828
"276",13.94420227
"277",11.24673799
"278",7.048734036
"279",13.18339951
"280",11.53602816
"281",9.662374879
"282",10.56870493
"283",5.809166363
"284",9.799152068
"285",5.540419226
"286",10.58310912
"287",11.24337791
"288",8.428784195
"289",7.883752158
"290",7.717799127
"291",10.5271026
"292",12.97445904
"293",12.13401325
"294",10.5176853
"295",9.521022155
"296",7.12252798
"297",9.874220187
"298",8.741610902
"299",10.5478881
"300",13.03525697
"301",11.07802134
"302",9.091945371
"303",10.6520862
"304",9.147568699
"305",10.63111226
"306",9.36600738
"307",6.913391507
"308",11.01856771
"309",12.15546363
"310",10.99190597
"311",8.10078891
"312",6.716587534
"313",10.77807655
"314",11.84055806
"315",12.49351037
"316",9.664418985
"317",9.879729094
"318",8.596259051
"319",8.607776106
"320",8.378345752
"321",9.864992116
"322",7.529481879
"323",12.09641137
"324",10.95934019
"325",8.534947053
"326",11.90865962
"327",7.205680835
"328",7.521907213
"329",10.33839422
"330",7.605467702
"331",7.359461477
"332",10.12950821
"333",9.530193883
"334",10.8250433
"335",9.876493149
"336",11.43006157
"337",8.968544362
"338",4.537806742
"339",10.51168334
"340",8.384269733
"341",5.368131388
"342",10.91008963
"343",9.522751872
"344",9.74933571
"345",10.14338759
"346",12.98913585
"347",12.35588238
"348",11.24474407
"349",10.95173701
"350",7.300096364
"351",10.77007101
"352",8.392960036
"353",6.267429957
"354",9.822695542
"355",9.647068882
"356",10.44346768
"357",14.31493257
"358",4.330956959
"359",7.225707471
"360",10.77443564
"361",7.128416393
"362",11.84178833
"363",9.499857122
"364",8.363215663
"365",9.026369015
"366",10.45735991
"367",7.365936314
"368",10.4889715
"369",7.742089785
"370",11.79387815
"371",10.46559357
"372",10.63022359
"373",11.07607489
"374",11.40430216
"375",10.45362814
"376",10.11873127
"377",8.931148967
"378",10.29026008
"379",8.703526695
"380",8.837891611
"381",9.808196327
"382",9.161279544
"383",8.976811448
"384",6.863254118
"385",10.47352591
"386",10.82311288
"387",6.124839562
"388",6.182318437
"389",12.59080665
"390",11.24597173
"391",13.05552283
"392",7.998981187
"393",6.701870386
"394",10.95458671
"395",8.526469376
"396",12.94042398
"397",11.95478556
"398",8.617393594
"399",10.71599422
"400",9.158596838
"401",7.131655855
"402",6.870354492
"403",11.81771388
"404",10.2382528
"405",7.846527765
"406",7.698970646
"407",12.12014788
"408",13.08315201
"409",8.72598014
"410",9.490017511
"411",12.03138054
"412",4.859608554
"413",3.76152392
"414",10.41270749
"415",9.801147853
"416",5.971481126
"417",9.276111611
"418",9.586756123
"419",5.966695712
"420",9.871559566
"421",9.136953309
"422",11.62573998
"423",13.91088907
"424",9.907774532
"425",10.79895114
"426",12.70621552
"427",11.54036022
"428",9.229488992
"429",7.983825064
"430",10.84403052
"431",6.661637537
"432",11.52856967
"433",10.5704527
"434",7.880020529
"435",9.845722931
"436",8.776118403
"437",13.36728524
"438",11.83846403
"439",9.917382624
"440",14.90379446
"441",8.341860728
"442",7.103386395
"443",8.676386068
"444",10.9126933
"445",10.41354248
"446",6.273521046
"447",13.3246275
"448",12.32126857
"449",9.195340683
"450",7.295916592
"451",7.73534916
"452",10.74318843
"453",10.14780875
"454",10.25062442
"455",8.126832636
"456",8.995611058
"457",8.329068004
"458",9.431303508
"459",10.19588056
"460",12.44505077
"461",7.758409545
"462",9.210005959
"463",9.205655253
"464",6.496188743
"465",9.967611995
"466",9.368694226
"467",11.69685669
"468",12.33506362
"469",8.628466572
"470",10.18435598
"471",4.803864507
"472",8.767119086
"473",9.98794112
"474",6.035260764
"475",8.568558474
"476",8.402469848
"477",9.059331224
"478",6.324595309
"479",9.000891558
"480",6.616658625
"481",10.73524363
"482",6.882575593
"483",10.99879514
"484",8.875327022
"485",12.30280054
"486",10.27970934
"487",12.41021341
"488",6.159503342
"489",9.351031489
"490",7.294865908
"491",10.6299963
"492",6.052169595
"493",11.16403324
"494",14.05578234
"495",10.78503704
"496",9.872130197
"497",12.09514878
"498",8.946006716
"499",7.925580221
"500",12.84267503
"501",10.63786562
"502",10.59299895
"503",11.71641921
"504",9.421127506
"505",9.85342021
"506",9.704878625
"507",9.916481203
"508",8.855526256
"509",9.889285792
"510",4.244040817
"511",8.540601098
"512",8.316780983
"513",7.234606059
"514",9.754358465
"515",6.708318052
"516",8.954549643
"517",9.878121891
"518",7.735733956
"519",11.45221332
"520",9.131642594
"521",8.746172739
"522",11.65600253
"523",9.931561383
"524",9.315188546
"525",8.932555885
"526",6.961144519
"527",8.924285948
"528",10.15167429
"529",9.300247718
"530",7.93479993
"531",8.885979355
"532",9.324662478
"533",12.00480507
"534",9.320410877
"535",10.51873587
"536",8.568836762
"537",9.768275685
"538",11.76762111
"539",7.318390815
"540",10.30485124
"541",8.794827431
"542",9.32094106
"543",8.73340482
"544",7.557008377
"545",10.04994395
"546",11.6157782
"547",10.59023017
"548",7.907865499
"549",9.450581411
"550",11.19208544
"551",5.996856755
"552",11.99171872
"553",5.92781559
"554",7.975081935
"555",11.37576211
"556",11.40801861
"557",10.49269559
"558",8.700960403
"559",10.07375301
"560",6.732968354
"561",8.699145
"562",7.965143774
"563",10.75001675
"564",9.191381025
"565",12.16491588
"566",9.977097815
"567",9.282098157
"568",11.13334746
"569",9.42080417
"570",6.846423028
"571",10.17366365
"572",7.105649937
"573",9.154715423
"574",5.45551802
"575",10.61557268
"576",6.38345137
"577",11.3870365
"578",9.325361337
"579",6.735911802
"580",13.03353781
"581",9.732863647
"582",13.26847998
"583",9.538802258
"584",10.93711617
"585",8.583705597
"586",10.20578624
"587",7.677799816
"588",10.70782251
"589",12.47047302
"590",8.377733547
"591",6.694968312
"592",11.63817936
"593",12.95335574
"594",9.781658423
"595",11.01171952
"596",8.687287277
"597",8.808827022
"598",9.291189887
"599",4.384037142
"600",6.886038232
"601",11.77418856
"602",10.32732752
"603",8.266859005
"604",7.192435194
"605",9.646260063
"606",9.686257126
"607",9.615194882
"608",11.00115756
"609",12.59586813
"610",7.59114204
"611",9.351375696
"612",9.896796872
"613",9.26554121
"614",11.39982453
"615",8.203260669
"616",10.89593261
"617",9.930869109
"618",10.11481653
"619",11.92108647
"620",10.07832726
"621",11.95257615
"622",11.41752212
"623",10.97931502
"624",9.883589215
"625",9.198336166
"626",8.5463959
"627",9.415370875
"628",11.64285468
"629",8.544192898
"630",10.31163278
"631",8.352892497
"632",11.95640794
"633",10.34980423
"634",11.09063624
"635",10.79869056
"636",8.491289889
"637",7.082637188
"638",8.101148829
"639",6.659071262
"640",5.388306772
"641",10.09895673
"642",12.68200787
"643",8.069695729
"644",10.67114765
"645",8.790390048
"646",10.06258979
"647",8.30579367
"648",13.3799614
"649",8.345747161
"650",10.0236033
"651",6.759080974
"652",9.999896821
"653",12.14308711
"654",7.314544511
"655",7.533395252
"656",9.557189437
"657",8.183043241
"658",12.10447414
"659",10.7713151
"660",8.586854208
"661",9.881912026
"662",11.06198684
"663",11.69415829
"664",8.290112906
"665",9.335176191
"666",7.945506847
"667",6.793604212
"668",9.250946801
"669",11.50294491
"670",14.73208819
"671",5.896403578
"672",8.799324208
"673",8.564375897
"674",10.15900912
"675",8.664268771
"676",6.092912054
"677",9.040812231
"678",8.991945162
"679",11.61119593
"680",10.51676024
"681",8.095138411
"682",7.893768462
"683",7.733741357
"684",9.002690573
"685",6.098734377
"686",9.84981085
"687",4.512330833
"688",6.091294515
"689",8.805882445
"690",12.42908194
"691",11.36646951
"692",8.701943045
"693",9.078459777
"694",10.21509018
"695",9.52847145
"696",8.083959405
"697",12.52728294
"698",11.18082965
"699",9.6176256
"700",8.916673514
"701",9.010589329
"702",8.480681674
"703",9.708420315
"704",11.22078842
"705",5.998825907
"706",6.52908439
"707",12.27396281
"708",11.54236269
"709",9.074939361
"710",9.932127128
"711",10.02457451
"712",6.737331083
"713",11.19101278
"714",10.63823384
"715",6.773510278
"716",11.9939024
"717",10.16518956
"718",11.82878989
"719",11.62711081
"720",8.62989124
"721",7.26396135
"722",8.492652309
"723",11.96409135
"724",6.354037547
"725",12.68456683
"726",10.0090052
"727",11.9843053
"728",9.882210301
"729",8.201182212
"730",6.543038397
"731",12.60369988
"732",10.64623812
"733",10.56788772
"734",8.962853149
"735",10.69529279
"736",9.470109209
"737",11.29205405
"738",5.452668527
"739",9.189793269
"740",8.861395942
"741",9.887292686
"742",9.360499503
"743",7.680758051
"744",10.93290473
"745",8.333691736
"746",10.60370275
"747",8.63684774
"748",8.953371205
"749",9.485631866
"750",7.715528403
"751",9.242541011
"752",7.781128424
"753",9.231274612
"754",8.35433642
"755",8.816570262
"756",11.28915512
"757",8.823808404
"758",11.88608885
"759",13.56309492
"760",8.31413529
"761",10.31757898
"762",7.605739607
"763",5.887500968
"764",10.13891597
"765",10.45315977
"766",8.511423826
"767",10.63386812
"768",7.705457165
"769",11.36145038
"770",9.032532554
"771",9.25483166
"772",7.401218535
"773",12.12206725
"774",9.649927438
"775",6.699492071
"776",11.76798085
"777",5.076992436
"778",5.472551621
"779",10.39004962
"780",8.493687834
"781",7.955465312
"782",10.26720313
"783",7.909060224
"784",9.343889678
"785",8.490574673
"786",7.876411746
"787",6.882441239
"788",12.91322277
"789",9.044067454
"790",12.27237079
"791",12.02288481
"792",9.935603854
"793",10.23360606
"794",9.918414865
"795",9.332999038
"796",9.494903281
"797",11.95336987
"798",9.804366689
"799",8.626786208
"800",7.785298232
"801",9.778947192
"802",6.884284155
"803",7.163035271
"804",9.305950244
"805",8.162898504
"806",10.80343063
"807",10.62296073
"808",10.26716992
"809",11.41268134
"810",10.42343962
"811",11.92488925
"812",7.271311969
"813",12.40949497
"814",9.08153951
"815",9.837559766
"816",6.230946795
"817",12.18537856
"818",5.194878209
"819",7.531966419
"820",8.893344636
"821",7.317711868
"822",10.42859722
"823",9.840657978
"824",9.964532192
"825",10.67719093
"826",9.706226743
"827",8.895011682
"828",9.576208511
"829",9.668165794
"830",8.090411099
"831",8.547593815
"832",10.4387774
"833",10.57686829
"834",9.269290884
"835",9.048195284
"836",9.897428555
"837",7.153680636
"838",10.2909882
"839",8.41792973
"840",5.19941554
"841",9.248227838
"842",8.055192201
"843",9.003943204
"844",9.949585479
"845",11.90399226
"846",9.459917216
"847",10.10837197
"848",8.666807957
"849",11.04182109
"850",5.918789518
"851",5.934172652
"852",8.258681373
"853",6.426436692
"854",10.16165539
"855",7.262807482
"856",10.65899089
"857",7.788629927
"858",8.249504984
"859",10.26807326
"860",9.22357502
"861",9.669610785
"862",8.220040532
"863",9.800017209
"864",10.95486751
"865",7.194194782
"866",10.60594489
"867",7.416880626
"868",10.47101407
"869",7.90083038
"870",8.713956114
"871",9.757787809
"872",8.091365242
"873",11.91170292
"874",9.085089827
"875",6.096578048
"876",5.736634979
"877",10.9052609
"878",8.875029526
"879",8.4574382
"880",8.681786069
"881",10.17901628
"882",13.41687049
"883",6.920175802
"884",7.343391645
"885",5.083543875
"886",7.704037254
"887",10.72821376
"888",7.657126537
"889",12.69199134
"890",9.217828189
"891",9.866227452
"892",6.008109181
"893",10.93273525
"894",7.633205086
"895",11.39732234
"896",11.72457784
"897",7.092244847
"898",11.26232295
"899",8.300746905
"900",11.44135985
"901",7.229203714
"902",8.537489339
"903",9.466335396
"904",7.753218244
"905",7.419131596
"906",9.209991625
"907",12.55542741
"908",9.828282642
"909",11.94459078
"910",14.18417114
"911",13.06611382
"912",6.787909066
"913",9.348851357
"914",9.683280523
"915",8.598987614
"916",10.15405443
"917",8.59387652
"918",9.579829217
"919",10.4478423
"920",11.88993596
"921",7.120786615
"922",9.218418942
"923",9.583335794
"924",11.17294739
"925",5.817967342
"926",9.185865535
"927",9.936745262
"928",10.10829271
"929",10.6969199
"930",11.30792475
"931",9.523295079
"932",10.39263038
"933",9.617231847
"934",7.874499739
"935",6.173086566
"936",12.49933121
"937",10.33254904
"938",8.623749158
"939",8.712114701
"940",11.84677355
"941",10.67996906
"942",7.921094393
"943",10.56039455
"944",8.909062944
"945",11.91914994
"946",10.13192086
"947",9.276484959
"948",9.29977164
"949",10.31892651
"950",10.02842853
"951",8.237502765
"952",7.746528482
"953",7.837041372
"954",9.461137821
"955",8.604949036
"956",12.91442032
"957",11.16834043
"958",7.826326486
"959",10.72750383
"960",6.783046873
"961",8.761327307
"962",7.541705904
"963",9.609956345
"964",7.559327513
"965",9.370697364
"966",9.273256161
"967",10.6024134
"968",7.55454656
"969",9.427900864
"970",11.03630632
"971",8.869066251
"972",7.15877444
"973",9.162016612
"974",8.87661437
"975",8.537526999
"976",7.753420661
"977",9.554801135
"978",12.63386937
"979",8.014852395
"980",9.529729066
"981",9.667298407
"982",7.938085512
"983",11.11528328
"984",9.569566616
"985",10.71403269
"986",10.89994162
"987",10.65071246
"988",13.16127848
"989",8.727321794
"990",7.191499311
"991",8.957163447
"992",7.672290886
"993",11.26529609
"994",4.902047681
"995",8.443615123
"996",10.38069861
"997",3.256027131
"998",11.36929719
"999",9.931116833
"1000",3.772870517
"1001",8.840807773
"1002",10.20194798
"1003",7.842776777
"1004",10.93315327
"1005",7.474091024
"1006",8.437022411
"1007",13.44653112
"1008",6.677540315
"1009",10.89440417
"1010",9.60836668
"1011",9.94092893
"1012",12.33005447
"1013",8.741284029
"1014",6.465388522
"1015",8.913970887
"1016",7.559282791
"1017",8.89873129
"1018",13.4868532
"1019",9.289353294
"1020",9.769798469
"1021",11.00970274
"1022",5.355608563
"1023",10.7734743
"1024",8.705485823
"1025",10.8378988
"1026",8.902450195
"1027",13.29427935
"1028",11.63743863
"1029",6.031413288
"1030",9.957387249
"1031",12.30249766
"1032",13.69856846
"1033",12.41659078
"1034",10.40795621
"1035",10.39900881
"1036",13.04325038
"1037",11.41040334
"1038",7.481169993
"1039",9.100210543
"1040",8.988307017
"1041",12.6484664
"1042",11.89707855
"1043",7.423804058
"1044",6.792078781
"1045",9.981368718
"1046",10.57663876
"1047",11.22085005
"1048",10.87723282
"1049",11.92743203
"1050",7.75823776
"1051",6.399231619
"1052",10.14289686
"1053",7.740014127
"1054",9.142366854
"1055",9.710031795
"1056",10.96390515
"1057",10.02676479
"1058",8.125897691
"1059",7.653731215
"1060",12.33300954
"1061",8.895395909
"1062",11.37318
"1063",6.37796702
"1064",10.07769583
"1065",9.335724383
"1066",9.147904804
"1067",8.913576758
"1068",8.44140638
"1069",8.628846017
"1070",12.05354592
"1071",7.577586308
"1072",8.456196142
"1073",11.91824646
"1074",8.01155701
"1075",8.882199063
"1076",9.747557543
"1077",11.06989032
"1078",10.61265659
"1079",11.59698232
"1080",6.795978002
"1081",10.43864032
"1082",3.060478409
"1083",8.069537127
"1084",8.029933626
"1085",10.6428967
"1086",10.40511169
"1087",10.55029573
"1088",9.56686379
"1089",9.861545089
"1090",11.65851399
"1091",10.11480891
"1092",5.462027282
"1093",11.81802276
"1094",10.75328403
"1095",12.05755596
"1096",9.262290111
"1097",2.871725072
"1098",12.64524111
"1099",10.99271713
"1100",12.43057761
"1101",8.982536352
"1102",10.27710669
"1103",6.400160358
"1104",8.57402608
"1105",12.90848747
"1106",11.96257092
"1107",8.895983685
"1108",8.910427762
"1109",12.714273
"1110",10.72851891
"1111",10.00804874
"1112",9.969802499
"1113",8.576040054
"1114",8.81317754
"1115",12.30213121
"1116",8.782692136
"1117",6.802603901
"1118",11.71649204
"1119",11.61234582
"1120",8.12471844
"1121",11.42875393
"1122",12.03151223
"1123",8.943400462
"1124",11.48622254
"1125",11.25234581
"1126",9.402467811
"1127",8.924771104
"1128",6.187943331
"1129",8.492422054
"1130",6.281781325
"1131",11.15443431
"1132",10.69794931
"1133",9.373793065
"1134",7.152867688
"1135",8.265049722
"1136",8.422357159
"1137",10.83761561
"1138",8.392831693
"1139",8.1815817
"1140",6.72521404
"1141",5.702455424
"1142",9.724356128
"1143",8.898277479
"1144",8.616673862
"1145",11.98057835
"1146",9.100974507
"1147",9.641182778
"1148",10.41864036
"1149",15.19857254
"1150",11.16093892
"1151",10.58761547
"1152",11.77026839
"1153",9.071191853
"1154",10.06297074
"1155",11.48338358
"1156",8.569173117
"1157",7.82393709
"1158",13.27300997
"1159",9.618714882
"1160",9.055161971
"1161",11.32738403
"1162",12.4526634
"1163",9.073181332
"1164",11.80325912
"1165",9.73703956
"1166",6.411354528
"1167",7.798112991
"1168",7.466430316
"1169",9.612810633
"1170",9.394389124
"1171",10.22355188
"1172",11.95638608
"1173",14.29526797
"1174",11.39738374
"1175",8.746664578
"1176",8.200797108
"1177",9.549676225
"1178",10.92270698
"1179",9.306864287
"1180",6.417081651
"1181",9.876946267
"1182",9.271408479
"1183",8.09503105
"1184",9.378081027
"1185",9.060163259
"1186",9.283711077
"1187",10.91135609
"1188",6.374852637
"1189",12.81379911
"1190",9.984609148
"1191",9.224748277
"1192",7.648776135
"1193",8.580716934
"1194",8.661859887
"1195",9.922040752
"1196",9.66910422
"1197",7.285828334
"1198",8.378146406
"1199",9.494028644
"1200",9.551568785
"1201",8.641403019
"1202",9.521665329
"1203",10.04123049
"1204",6.84346564
"1205",9.121923389
"1206",11.0550125
"1207",11.39626141
"1208",8.946845412
"1209",10.05699494
"1210",7.713819724
"1211",10.51106734
"1212",11.99113044
"1213",10.91105659
"1214",7.133315402
"1215",9.912483192
"1216",10.71981548
"1217",10.70441037
"1218",9.767460101
"1219",7.302230048
"1220",7.172251162
"1221",5.916382431
"1222",10.25995525
"1223",12.81006829
"1224",10.89010724
"1225",7.261247621
"1226",6.199219043
"1227",13.92938727
"1228",11.60148298
"1229",11.25091084
"1230",10.02067577
"1231",4.403024465
"1232",10.43173438
"1233",10.76481995
"1234",9.407807664
"1235",12.18955953
"1236",9.289547662
"1237",5.941469968
"1238",11.36223944
"1239",9.88413755
"1240",9.383754497
"1241",6.930485323
"1242",10.76277836
"1243",8.450404152
"1244",10.2158903
"1245",11.85301945
"1246",9.656731484
"1247",9.922191145
"1248",9.645511519
"1249",7.810787258
"1250",12.49556143
"1251",12.96795461
"1252",6.956406553
"1253",12.39609937
"1254",6.952106261
"1255",9.335006879
"1256",11.77715247
"1257",12.00875685
"1258",9.990685326
"1259",12.44062259
"1260",9.605139926
"1261",5.283740509
"1262",8.002722968
"1263",9.140968538
"1264",7.569362651
"1265",4.320261436
"1266",7.910543979
"1267",5.839578754
"1268",8.046691403
"1269",10.13228002
"1270",9.200365084
"1271",11.27406012
"1272",12.77172969
"1273",6.590476824
"1274",10.99684629
"1275",12.27873441
"1276",6.467132586
"1277",7.419886892
"1278",11.55908849
"1279",6.253312174
"1280",9.83830612
"1281",10.78708882
"1282",8.468304521
"1283",12.08486233
"1284",6.170676798
"1285",7.535283922
"1286",13.29165831
"1287",10.4836269
"1288",6.567508143
"1289",9.288575039
"1290",9.524530447
"1291",9.739831618
"1292",10.45090839
"1293",9.50451094
"1294",9.137391602
"1295",8.778380108
"1296",6.766071269
"1297",9.823825816
"1298",7.056715393
"1299",12.20661526
"1300",10.33548299
"1301",10.35074756
"1302",7.017257923
"1303",8.990561139
"1304",11.75009148
"1305",9.989503975
"1306",8.529542338
"1307",10.78803219
"1308",9.530636599
"1309",11.46888266
"1310",7.938389953
"1311",7.436179063
"1312",9.575826066
"1313",8.959064297
"1314",12.48759514
"1315",11.0930815
"1316",3.957376259
"1317",10.48958752
"1318",11.9149857
"1319",5.616447098
"1320",12.31832435
"1321",10.29157096
"1322",7.922414514
"1323",9.541874918
"1324",9.995815282
"1325",7.47146844
"1326",8.464164086
"1327",9.528690149
"1328",8.805968156
"1329",9.43523961
"1330",8.594980375
"1331",8.204445684
"1332",9.922952822
"1333",7.718604259
"1334",9.875930744
"1335",8.395055461
"1336",10.312772
"1337",6.999901368
"1338",6.588615563
"1339",3.459178693
"1340",7.005263207
"1341",10.28506538
"1342",11.55959741
"1343",6.735453607
"1344",7.834889744
"1345",9.169757301
"1346",10.54513552
"1347",12.00633719
"1348",12.13045628
"1349",7.130479667
"1350",12.07668931
"1351",10.89036445
"1352",9.105363456
"1353",9.754054685
"1354",7.171082883
"1355",9.520559944
"1356",10.37720968
"1357",9.395010548
"1358",9.116928207
"1359",7.661630972
"1360",8.844901537
"1361",8.59370304
"1362",7.988156728
"1363",10.01742627
"1364",10.59498197
"1365",9.475009465
"1366",8.904685451
"1367",10.61476524
"1368",13.17433968
"1369",9.710078573
"1370",9.282985989
"1371",8.66499378
"1372",11.23101296
"1373",10.56185637
"1374",9.434040326
"1375",12.62152459
"1376",9.267600933
"1377",10.11509369
"1378",6.429913249
"1379",10.88336991
"1380",11.11226517
"1381",12.66218814
"1382",8.640257006
"1383",9.491434285
"1384",11.45769171
"1385",8.543956732
"1386",12.15279535
"1387",10.97333617
"1388",10.13381427
"1389",7.694441094
"1390",5.157866213
"1391",8.769366903
"1392",10.73054556
"1393",6.991797164
"1394",13.82999222
"1395",9.871865455
"1396",7.477257029
"1397",9.914379586
"1398",8.051820737
"1399",10.79469786
"1400",9.107401272
"1401",8.912233841
"1402",7.352849519
"1403",9.765313253
"1404",8.103532206
"1405",9.698429963
"1406",9.672757269
"1407",10.53954332
"1408",10.84367782
"1409",11.35308938
"1410",9.394969818
"1411",9.410581253
"1412",8.858980821
"1413",9.688418032
"1414",8.073416225
"1415",11.48318695
"1416",10.39065917
"1417",12.53212505
"1418",9.580623612
"1419",9.510038548
"1420",7.061407165
"1421",12.58293957
"1422",11.25683676
"1423",9.529101233
"1424",11.37039125
"1425",3.19179962
"1426",13.47804466
"1427",8.24693157
"1428",7.008997789
"1429",9.937367963
"1430",12.6338766
"1431",11.3771118
"1432",11.24836159
"1433",9.885015311
"1434",10.45470766
"1435",8.877308449
"1436",6.618783068
"1437",9.501161715
"1438",12.82631279
"1439",9.522594326
"1440",8.889588611
"1441",5.655999073
"1442",8.984209688
"1443",8.99438316
"1444",11.29434339
"1445",7.185665065
"1446",6.543785054
"1447",11.3297599
"1448",9.996276765
"1449",7.86513706
"1450",9.207992253
"1451",10.91615615
"1452",11.20213076
"1453",6.935746183
"1454",8.18179465
"1455",9.681192192
"1456",9.060091033
"1457",9.512824423
"1458",9.764959884
"1459",10.01397568
"1460",9.781455367
"1461",7.947741222
"1462",8.551071749
"1463",10.23287349
"1464",6.947459057
"1465",8.565165472
"1466",9.414436983
"1467",10.33165486
"1468",9.649327709
"1469",9.888613487
"1470",9.373940601
"1471",9.431211643
"1472",7.214218997
"1473",8.223821869
"1474",10.02031928
"1475",13.11755429
"1476",11.53027528
"1477",12.14369075
"1478",10.78227395
"1479",7.317498566
"1480",8.083536534
"1481",8.441635921
"1482",11.4626579
"1483",12.44731892
"1484",12.71297249
"1485",9.081030416
"1486",10.86025769
"1487",8.298761814
"1488",8.103233341
"1489",13.91877602
"1490",7.250036963
"1491",9.365828994
"1492",9.362773528
"1493",12.13965473
"1494",8.74481901
"1495",8.055086846
"1496",9.628560257
"1497",12.53470271
"1498",8.286518815
"1499",9.787358946
